9.806287288665771484e-01,-7.326304912567138672e-01,2.849892377853393555e-01,-9.251661896705627441e-01,1.701004624366760254e+00,-5.643859505653381348e-01,1.194821715354919434e+00,-4.973904192447662354e-01,-2.983450293540954590e-01,-6.538115739822387695e-01,3.489977717399597168e-01,-9.211074113845825195e-01,-4.652064740657806396e-01,1.596078395843505859e+00,1.279434323310852051e+00,4.599234089255332947e-02
1.804319977760314941e+00,-5.620171427726745605e-01,6.132794022560119629e-01,-3.488143980503082275e-01,-6.922172307968139648e-01,-5.146819353103637695e-01,1.536487936973571777e+00,2.967990875244140625e+00,-5.157098174095153809e-01,1.621572533622384071e-03,-1.684524565935134888e-01,-2.627100050449371338e-01,3.065895475447177887e-02,-6.922921538352966309e-01,-3.379808068275451660e-01,2.028486281633377075e-01
7.508011460304260254e-01,1.333946347236633301e+00,-7.777580022811889648e-01,-3.942185640335083008e-01,5.158041119575500488e-01,1.114771246910095215e+00,-6.835709810256958008e-01,-5.486073717474937439e-02,1.176915287971496582e+00,5.405051112174987793e-01,-4.017171859741210938e-01,6.536960005760192871e-01,9.763119220733642578e-01,-9.058988690376281738e-01,-8.139866590499877930e-01,-3.416245877742767334e-01
5.913624167442321777e-01,-4.383536279201507568e-01,-5.636284500360488892e-02,-9.413475990295410156e-01,1.777371287345886230e+00,-1.064877584576606750e-01,1.423212766647338867e+00,-5.194266438484191895e-01,-2.838945984840393066e-01,-5.545879602432250977e-01,8.478960394859313965e-02,-8.479294776916503906e-01,-3.440256714820861816e-01,1.735481381416320801e+00,1.155403733253479004e+00,-3.133322000503540039e-01
6.936263442039489746e-01,1.121043920516967773e+00,-8.051949143409729004e-01,-4.891314506530761719e-01,7.656502127647399902e-01,1.257002472877502441e+00,-6.075153946876525879e-01,-6.916881352663040161e-02,1.250880479812622070e+00,4.945911467075347900e-01,-4.871905148029327393e-01,5.755680799484252930e-01,9.295933842658996582e-01,-8.370651006698608398e-01,-6.290625929832458496e-01,-4.711534678936004639e-01
7.666039466857910156e-01,-6.744689345359802246e-01,6.738106012344360352e-01,-7.372930645942687988e-01,1.417683005332946777e+00,-5.980377793312072754e-01,1.185277223587036133e+00,-4.654880762100219727e-01,-4.620184600353240967e-01,-5.692822337150573730e-01,4.578756690025329590e-01,-1.045049667358398438e+00,-3.694272935390472412e-01,1.937194108963012695e+00,1.126977920532226562e+00,-3.101206421852111816e-01
7.056387662887573242e-01,1.191586136817932129e+00,-7.816181182861328125e-01,-3.847804367542266846e-01,6.170502305030822754e-01,1.213715910911560059e+00,-6.296803951263427734e-01,-5.324788019061088562e-02,1.336067318916320801e+00,5.221443772315979004e-01,-4.544005692005157471e-01,5.574744343757629395e-01,8.728440999984741211e-01,-8.715367317199707031e-01,-7.589583396911621094e-01,-3.980616629123687744e-01
6.346483230590820312e-01,1.338274836540222168e+00,-7.719193100929260254e-01,-3.664103746414184570e-01,5.220506787300109863e-01,1.057713985443115234e+00,-6.621779799461364746e-01,-2.076062560081481934e-02,1.273374676704406738e+00,4.794355034828186035e-01,-4.192522168159484863e-01,6.995301246643066406e-01,9.828815460205078125e-01,-9.598102569580078125e-01,-7.988263368606567383e-01,-2.826692163944244385e-01
-1.926827430725097656e-01,-5.587086677551269531e-01,4.835801199078559875e-02,1.360896229743957520e+00,-7.921791076660156250e-01,-6.183005571365356445e-01,-4.248510599136352539e-01,-8.175489306449890137e-01,1.781828701496124268e-01,2.356436014175415039e+00,-1.859420090913772583e-01,-6.769804358482360840e-01,1.050922870635986328e+00,1.303281307220458984e+00,-4.553632140159606934e-01,8.188015222549438477e-01
6.420672535896301270e-01,1.159147143363952637e+00,-7.328526973724365234e-01,-2.586508393287658691e-01,6.821885704994201660e-01,1.065992712974548340e+00,-7.802598476409912109e-01,-8.974616229534149170e-02,1.391939997673034668e+00,5.094680190086364746e-01,-4.114381074905395508e-01,6.471115946769714355e-01,9.101026654243469238e-01,-9.622211456298828125e-01,-7.766176462173461914e-01,-2.892943322658538818e-01
